	index
CDC42EP4	1672
CDC45	1673
CDC5L	1674
CDC6	1675
CDC7	1676
CDCA2	1677
CDCA3	1678
CDCA4	1679
CDCA7	1680
CDCA7L	1681
CDCA8	1682
CDCP1	1683
CDH1	1684
CDH10	1685
CDH12	1686
CDH13	1687
CDH15	1688
CDH17	1689
CDH2	1690
CDH20	1691
CDH22	1692
CDH23	1693
CDH24	1694
CDH26	1695
CDH4	1696
CDH5	1697
CDH6	1698
CDH7	1699
CDH8	1700
CDHR1	1701
CDHR5	1702
CDIP1	1703
CDIPT	1704
CDK1	1705
CDK11A	1706
CDK11B	1707
CDK12	1708
CDK13	1709
CDK16	1710
CDK17	1711
CDK18	1712
CDK19	1713
CDK2	1714
CDK20	1715
CDK2AP1	1716
CDK2AP2	1717
CDK3	1718
CDK4	1719
CDK5	1720
CDK5RAP1	1721
CDK5RAP2	1722
CDK5RAP3	1723
CDK6	1724
CDK7	1725
CDK8	1726
CDK9	1727
CDKAL1	1728
CDKL2	1729
CDKL3	1730
CDKL5	1731
CDKN1A	1732
CDKN1B	1733
CDKN2AIP	1734
CDKN2D	1735
CDKN3	1736
CDNF	1737
CDO1	1738
CDON	1739
CDPF1	1740
CDR2L	1741
CDRT1	1742
CDRT4	1743
CDS1	1744
CDS2	1745
CDSN	1746
CDT1	1747
CDX2	1748
CDYL	1749
CDYL2	1750
CEACAM3	1751
CEACAM5	1752
CEACAM8	1753
CEBPE	1754
CEBPZ	1755
CELA1	1756
CELF1	1757
CELF3	1758
CELF4	1759
CELF5	1760
CELSR1	1761
CELSR2	1762
CELSR3	1763
CEMP1	1764
CEND1	1765
CENPB	1766
CENPC	1767
CENPE	1768
CENPF	1769
CENPI	1770
CENPJ	1771
CENPK	1772
CENPL	1773
CENPM	1774
CENPN	1775
CENPO	1776
CENPP	1777
CENPQ	1778
CENPT	1779
CENPW	1780
CEP104	1781
CEP112	1782
CEP120	1783
CEP135	1784
CEP152	1785
CEP164	1786
CEP170	1787
CEP170B	1788
CEP19	1789
CEP192	1790
CEP250	1791
CEP290	1792
CEP350	1793
CEP41	1794
CEP44	1795
CEP55	1796
CEP57	1797
CEP57L1	1798
CEP63	1799
CEP68	1800
CEP70	1801
CEP72	1802
CEP76	1803
CEP78	1804
CEP85	1805
CEP85L	1806
CEP89	1807
CEP95	1808
CEP97	1809
CEPT1	1810
CER1	1811
CERK	1812
CERKL	1813
CERS1	1814
CERS2	1815
CERS3	1816
CERS5	1817
CERS6	1818
CES1	1819
CES2	1820
CES3	1821
CETN2	1822
CETP	1823
CFDP1	1824
CFL2	1825
CFLAR	1826
CFP	1827
CGA	1828
CGB7	1829
CGN	1830
CGNL1	1831
CGRRF1	1832
CH25H	1833
CHAC1	1834
CHAC2	1835
CHAD	1836
CHADL	1837
CHAF1A	1838
CHAF1B	1839
CHAMP1	1840
CHCHD1	1841
CHCHD10	1842
CHCHD2	1843
CHCHD3	1844
CHCHD5	1845
CHCHD6	1846
CHCHD7	1847
CHD1	1848
CHD1L	1849
CHD2	1850
CHD3	1851
CHD5	1852
CHD6	1853
CHD7	1854
CHD9	1855
CHDH	1856
CHEK1	1857
CHEK2	1858
CHERP	1859
CHFR	1860
CHGA	1861
CHGB	1862
CHI3L1	1863
CHI3L2	1864
CHIA	1865
CHIC1	1866
CHIC2	1867
CHID1	1868
CHIT1	1869
CHKA	1870
CHKB	1871
CHL1	1872
CHM	1873
CHML	1874
CHMP1B	1875
CHMP2A	1876
CHMP3	1877
CHMP4B	1878
CHMP4C	1879
CHMP5	1880
CHMP6	1881
CHN1	1882
CHN2	1883
CHORDC1	1884
CHP1	1885
CHP2	1886
CHPF	1887
CHPF2	1888
CHPT1	1889
CHRD	1890
CHRDL1	1891
CHRM1	1892
CHRM3	1893
CHRM4	1894
CHRM5	1895
CHRNA10	1896
CHRNA2	1897
CHRNA3	1898
CHRNA5	1899
CHRNA9	1900
CHRNB1	1901
CHRNB2	1902
CHRND	1903
CHST1	1904
CHST11	1905
CHST12	1906
CHST13	1907
CHST15	1908
CHST2	1909
CHST3	1910
CHST5	1911
CHST7	1912
CHST8	1913
CHST9	1914
CHSY1	1915
CHSY3	1916
CHTF18	1917
CHTOP	1918
CHUK	1919
CHURC1	1920
CIAO1	1921
CIAPIN1	1922
CIB2	1923
CIB3	1924
CIC	1925
CILP	1926
CILP2	1927
CINP	1928
CIR1	1929
CIRBP	1930
CISD1	1931
CISD3	1932
CISH	1933
CIT	1934
CITED1	1935
CITED2	1936
CIZ1	1937
CKAP2	1938
CKAP2L	1939
CKAP4	1940
CKAP5	1941
CKB	1942
CKM	1943
CKMT1A	1944
CKMT1B	1945
CKMT2	1946
CKS1B	1947
CLASRP	1948
CLC	1949
CLCC1	1950
CLCF1	1951
CLCN1	1952
CLCN2	1953
CLCN3	1954
CLCN4	1955
CLCN5	1956
CLCN6	1957
CLCN7	1958
CLCNKA	1959
CLCNKB	1960
CLDN1	1961
CLDN10	1962
CLDN11	1963
CLDN14	1964
CLDN15	1965
CLDN16	1966
CLDN18	1967
CLDN19	1968
CLDN20	1969
CLDN22	1970
CLDN23	1971
CLDN5	1972
CLDN6	1973
CLDN8	1974
CLDND1	1975
CLDND2	1976
CLEC10A	1977
CLEC11A	1978
CLEC12A	1979
CLEC12B	1980
CLEC14A	1981
CLEC16A	1982
CLEC17A	1983
CLEC18B	1984
CLEC2B	1985
CLEC4A	1986
CLEC4E	1987
CLEC4F	1988
CLEC4G	1989
CLEC4M	1990
CLEC5A	1991
CLEC7A	1992
CLGN	1993
CLIC1	1994
CLIC2	1995
CLIC3	1996
CLIC4	1997
CLIC5	1998
CLIC6	1999
CLINT1	2000
CLIP1	2001
CLIP2	2002
CLIP3	2003
CLK1	2004
CLK2	2005
CLK3	2006
CLK4	2007
CLMN	2008
CLNK	2009
CLNS1A	2010
CLP1	2011
CLPB	2012
CLPS	2013
CLPTM1	2014
CLPTM1L	2015
CLPX	2016
CLRN3	2017
CLSPN	2018
CLSTN1	2019
CLSTN2	2020
CLTA	2021
CLTC	2022
CLTCL1	2023
CLU	2024
CLUAP1	2025
CLUL1	2026
CLYBL	2027
CMAS	2028
CMBL	2029
CMIP	2030
CMKLR1	2031
CMPK1	2032
CMSS1	2033
CMTM2	2034
CMTM5	2035
CMTM7	2036
CMTM8	2037
CMTR1	2038
CMTR2	2039
CMYA5	2040
CNDP1	2041
CNDP2	2042
CNGA1	2043
CNGA3	2044
CNGA4	2045
CNGB1	2046
CNGB3	2047
CNIH1	2048
CNIH2	2049
CNIH3	2050
CNIH4	2051
CNKSR1	2052
CNKSR3	2053
CNN1	2054
CNN2	2055
CNN3	2056
CNNM1	2057
CNNM2	2058
CNNM3	2059
CNNM4	2060
CNOT1	2061
CNOT10	2062
CNOT11	2063
CNOT2	2064
CNOT3	2065
CNOT4	2066
CNOT6	2067
CNOT6L	2068
CNOT7	2069
CNOT8	2070
CNP	2071
CNPPD1	2072
CNPY2	2073
CNPY3	2074
CNPY4	2075
CNR1	2076
CNR2	2077
CNRIP1	2078
CNST	2079
CNTD1	2080
CNTFR	2081
CNTLN	2082
CNTN1	2083
CNTN4	2084
CNTN5	2085
CNTN6	2086
CNTNAP1	2087
CNTNAP2	2088
CNTNAP5	2089
CNTRL	2090
CNTROB	2091
COA1	2092
COA6	2093
COASY	2094
COBL	2095
COBLL1	2096
COCH	2097
COG1	2098
COG2	2099
COG3	2100
COG4	2101
COG5	2102
COG6	2103
COG7	2104
COG8	2105
COIL	2106
COL11A2	2107
COL12A1	2108
COL16A1	2109
COL18A1	2110
COL19A1	2111
COL1A1	2112
COL1A2	2113
COL20A1	2114
COL22A1	2115
COL23A1	2116
COL24A1	2117
COL27A1	2118
COL28A1	2119
COL2A1	2120
COL3A1	2121
COL4A1	2122
COL4A2	2123
COL4A3	2124
COL4A5	2125
COL4A6	2126
COL5A1	2127
COL5A2	2128
COL5A3	2129
COL6A1	2130
COL6A2	2131
COL6A3	2132
COL6A6	2133
COL7A1	2134
COL8A1	2135
COL8A2	2136
COL9A1	2137
COL9A2	2138
COLEC11	2139
COLEC12	2140
COLGALT2	2141
COLQ	2142
COMMD1	2143
COMMD10	2144
COMMD2	2145
COMMD3	2146
COMMD3-BMI1	2147
COMMD4	2148
COMMD5	2149
COMMD6	2150
COMMD7	2151
COMMD9	2152
COMP	2153
COPA	2154
COPB1	2155
COPB2	2156
COPE	2157
COPG1	2158
COPG2	2159
COPS2	2160
COPS3	2161
COPS4	2162
COPS6	2163
COPS7A	2164
COPS7B	2165
COPS8	2166
COPZ1	2167
COPZ2	2168
COQ10A	2169
COQ10B	2170
COQ3	2171
COQ4	2172
COQ5	2173
COQ6	2174
COQ7	2175
COQ9	2176
CORIN	2177
CORO1A	2178
CORO1B	2179
CORO1C	2180
CORO2B	2181
CORO6	2182
CORO7	2183
COTL1	2184
COX10	2185
COX15	2186
COX20	2187
COX4I2	2188
COX5A	2189
COX5B	2190
COX6A1	2191
COX6C	2192
CP	2193
CPA1	2194
CPA2	2195
CPA4	2196
CPA5	2197
CPA6	2198
CPB2	2199
CPD	2200
CPEB1	2201
CPEB2	2202
CPEB3	2203
CPEB4	2204
CPLX2	2205
CPN2	2206
CPNE1	2207
CPNE2	2208
CPNE3	2209
CPNE5	2210
CPNE6	2211
CPNE7	2212
CPNE8	2213
CPNE9	2214
CPO	2215
CPPED1	2216
CPQ	2217
CPSF1	2218
CPSF2	2219
CPSF3	2220
CPSF4	2221
CPSF6	2222
CPSF7	2223
CPT1A	2224
CPT1B	2225
CPT1C	2226
CPT2	2227
CPVL	2228
CPXM1	2229
CPXM2	2230
CPZ	2231
CR1	2232
CR1L	2233
CR2	2234
CRABP1	2235
CRABP2	2236
CRAT	2237
CRB1	2238
CRB2	2239
CREB1	2240
CREB3	2241
CREB3L1	2242
CREB3L2	2243
CREB3L3	2244
CREB3L4	2245
CREB5	2246
CREBBP	2247
CREBL2	2248
CREBRF	2249
CREG1	2250
CRELD1	2251
CREM	2252
CRHBP	2253
CRHR1	2254
CRHR2	2255
CRIM1	2256
CRIP2	2257
CRISPLD2	2258
CRK	2259
CRKL	2260
CRLF1	2261
CRLF3	2262
CRLS1	2263
CRMP1	2264
CRNKL1	2265
CROT	2266
CRP	2267
CRTAC1	2268
CRTAM	2269
CRTAP	2270
CRTC1	2271
CRTC2	2272
CRTC3	2273
CRY2	2274
CRYBA4	2275
CRYBB2	2276
CRYBB3	2277
CRYM	2278
CRYZ	2279
CRYZL1	2280
CS	2281
CSAD	2282
CSDE1	2283
CSE1L	2284
CSF1	2285
CSF1R	2286
CSF2RB	2287
CSF3	2288
CSF3R	2289
CSGALNACT1	2290
CSGALNACT2	2291
CSMD2	2292
CSMD3	2293
CSNK1A1	2294
CSNK1E	2295
CSNK1G1	2296
CSNK1G2	2297
CSNK1G3	2298
CSNK2A2	2299
CSPG4	2300
CSRNP1	2301
CSRNP2	2302
CSRP2	2303
CST2	2304
CST3	2305
CST7	2306
CST9	2307
CSTA	2308
CSTF1	2309
CSTF2	2310
CSTF2T	2311
CTAGE1	2312
CTBP1	2313
CTBP2	2314
CTBS	2315
CTCF	2316
CTCFL	2317
CTDP1	2318
CTDSP1	2319
CTDSP2	2320
CTDSPL	2321
CTDSPL2	2322
CTH	2323
CTIF	2324
CTNNA1	2325
CTNNA2	2326
CTNNA3	2327
CTNNAL1	2328
CTNNBL1	2329
CTNND1	2330
CTNND2	2331
CTPS1	2332
CTPS2	2333
CTR9	2334
CTRB1	2335
CTRC	2336
CTRL	2337
CTSA	2338
CTSB	2339
CTSC	2340
CTSE	2341
CTSF	2342
CTSG	2343
CTSK	2344
CTSL	2345
CTSO	2346
CTSS	2347
CTSV	2348
CTSW	2349
CTSZ	2350
CTTN	2351
CTTNBP2	2352
CTTNBP2NL	2353
CTU2	2354
CUBN	2355
CUEDC1	2356
CUL1	2357
CUL2	2358
CUL3	2359
CUL4A	2360
CUL4B	2361
CUL5	2362
CUL7	2363
CUL9	2364
CUTA	2365
CUX1	2366
CUX2	2367
CUZD1	2368
CWC22	2369
CWC25	2370
CWC27	2371
CWF19L1	2372
CWF19L2	2373
CWH43	2374
CX3CL1	2375
CX3CR1	2376
CXADR	2377
CXCL1	2378
CXCL10	2379
CXCL14	2380
CXCL16	2381
CXCL17	2382
CXCL2	2383
CXCL6	2384
CXCR1	2385
CXCR2	2386
CXCR3	2387
CXCR4	2388
CXCR5	2389
CXXC1	2390
CXXC4	2391
CXXC5	2392
CYB561	2393
CYB561A3	2394
CYB561D2	2395
CYB5A	2396
CYB5D2	2397
CYB5R1	2398
CYB5R2	2399
CYB5R4	2400
CYB5RL	2401
CYBRD1	2402
CYC1	2403
CYCS	2404
CYFIP1	2405
CYFIP2	2406
CYHR1	2407
CYLD	2408
CYP11A1	2409
CYP17A1	2410
CYP19A1	2411
CYP1A1	2412
CYP20A1	2413
CYP24A1	2414
CYP26A1	2415
CYP26B1	2416
CYP27A1	2417
CYP27B1	2418
CYP27C1	2419
CYP2A6	2420
CYP2A7	2421
CYP2C18	2422
CYP2C19	2423
CYP2C9	2424
CYP2E1	2425
CYP2F1	2426
CYP2J2	2427
CYP2R1	2428
CYP2S1	2429
CYP2U1	2430
CYP2W1	2431
CYP39A1	2432
CYP3A43	2433
CYP3A5	2434
CYP3A7	2435
CYP46A1	2436
CYP4A11	2437
CYP4A22	2438
CYP4B1	2439
CYP4F11	2440
CYP4F12	2441
CYP4F2	2442
CYP4F22	2443
CYP4F3	2444
CYP4V2	2445
CYP4X1	2446
CYP7A1	2447
CYP7B1	2448
CYP8B1	2449
CYS1	2450
CYSLTR1	2451
CYSTM1	2452
CYTH1	2453
CYTH2	2454
CYTH3	2455
CYTH4	2456
CYYR1	2457
D2HGDH	2458
DAAM1	2459
DAB1	2460
DACH1	2461
DACH2	2462
DAD1	2463
DAGLA	2464
DAGLB	2465
DALRD3	2466
DAO	2467
DAP	2468
DAP3	2469
DAPK1	2470
DAPK3	2471
DAPP1	2472
DAW1	2473
DAXX	2474
DAZAP1	2475
DBF4	2476
DBH	2477
DBI	2478
DBN1	2479
DBNL	2480
DBR1	2481
DBX2	2482
DCAF10	2483
DCAF11	2484
DCAF12	2485
DCAF12L1	2486
DCAF12L2	2487
DCAF13	2488
DCAF16	2489
DCAF17	2490
DCAF4	2491
DCAF4L1	2492
DCAF5	2493
DCAF6	2494
DCAF7	2495
DCAF8	2496
DCBLD2	2497
DCC	2498
DCD	2499
DCDC1	2500
DCDC2B	2501
DCHS1	2502
DCHS2	2503
DCK	2504
DCLK1	2505
DCLK2	2506
DCLRE1A	2507
DCLRE1C	2508
DCN	2509
DCP1A	2510
DCP1B	2511
DCP2	2512
DCPS	2513
DCST1	2514
DCST2	2515
DCSTAMP	2516
DCT	2517
DCTD	2518
DCTN1	2519
DCTN2	2520
DCTN4	2521
DCTN5	2522
DCTN6	2523
DCTPP1	2524
DCUN1D2	2525
DCUN1D3	2526
DCUN1D4	2527
DCUN1D5	2528
DDAH1	2529
DDB1	2530
DDB2	2531
DDC	2532
DDHD1	2533
DDI2	2534
DDIT4L	2535
DDO	2536
DDR2	2537
DDRGK1	2538
DDX1	2539
DDX10	2540
DDX11	2541
DDX17	2542
DDX18	2543
DDX19A	2544
DDX19B	2545
DDX20	2546
DDX21	2547
DDX23	2548
DDX24	2549
DDX27	2550
DDX31	2551
DDX39A	2552
DDX39B	2553
DDX4	2554
DDX41	2555
DDX42	2556
DDX43	2557
DDX46	2558
DDX47	2559
DDX49	2560
DDX5	2561
DDX50	2562
DDX51	2563
DDX52	2564
DDX54	2565
DDX55	2566
DDX56	2567
DDX58	2568
DDX59	2569
DDX6	2570
DDX60	2571
DEAF1	2572
DECR1	2573
DECR2	2574
DEDD	2575
DEDD2	2576
DEF6	2577
DEF8	2578
DEFB1	2579
DEFB132	2580
DEGS1	2581
DEGS2	2582
DEK	2583
DENND1A	2584
DENND1B	2585
DENND1C	2586
DENND2A	2587
DENND2C	2588
DENND2D	2589
DENND4A	2590
DENND4B	2591
DENND4C	2592
DENND5A	2593
DENND5B	2594
DENND6A	2595
DEPDC1	2596
DEPDC1B	2597
DEPDC5	2598
DEPDC7	2599
DEPTOR	2600
DERA	2601
DERL1	2602
DERL3	2603
DES	2604
DEXI	2605
DFFA	2606
DFFB	2607
DGAT1	2608
DGAT2L6	2609
DGCR2	2610
DGCR8	2611
DGKA	2612
DGKD	2613
DGKE	2614
DGKG	2615
DGKH	2616
DGKI	2617
DGKQ	2618
DGKZ	2619
DGUOK	2620
DHCR24	2621
DHCR7	2622
DHDDS	2623
DHDH	2624
DHFR	2625
DHODH	2626
DHPS	2627
DHRS1	2628
DHRS11	2629
DHRS12	2630
DHRS13	2631
DHRS3	2632
DHRS4	2633
DHRS4L2	2634
DHTKD1	2635
DHX15	2636
DHX16	2637
DHX29	2638
DHX30	2639
DHX32	2640
DHX33	2641
DHX34	2642
DHX35	2643
DHX36	2644
DHX37	2645
DHX38	2646
DHX40	2647
DHX57	2648
DHX58	2649
DHX8	2650
DHX9	2651
DIABLO	2652
DIAPH1	2653
DIAPH2	2654
DIAPH3	2655
DICER1	2656
DIDO1	2657
DIMT1	2658
DIO2	2659
DIO3	2660
DIP2A	2661
DIP2B	2662
DIP2C	2663
DIRAS1	2664
DIRAS2	2665
DIRAS3	2666
DIS3	2667
DIS3L	2668
DIS3L2	2669
DISC1	2670
DISP2	2671
DIXDC1	2672
DKC1	2673
DKK1	2674
DKK2	2675
DKK3	2676
DKK4	2677
DKKL1	2678
DLAT	2679
DLD	2680
DLG1	2681
DLG2	2682
DLG3	2683
DLG4	2684
DLG5	2685
DLGAP1	2686
DLGAP3	2687
DLGAP4	2688
DLGAP5	2689
DLK1	2690
DLK2	2691
DLL1	2692
DLL3	2693
DLL4	2694
DLST	2695
DLX1	2696
DLX2	2697
DLX3	2698
DLX6	2699
DMAP1	2700
DMBT1	2701
DMC1	2702
DMD	2703
DMGDH	2704
DMKN	2705
DMP1	2706
DMPK	2707
DMRT3	2708
DMRTA2	2709
DMRTC2	2710
DMTF1	2711
DMTN	2712
DMWD	2713
DMXL2	2714
DNA2	2715
DNAAF2	2716
DNAAF3	2717
DNAH1	2718
DNAH10	2719
DNAH2	2720
DNAH3	2721
DNAH5	2722
DNAH6	2723
DNAH7	2724
DNAH8	2725
DNAH9	2726
DNAI1	2727
DNAJA1	2728
DNAJA2	2729
DNAJA3	2730
DNAJA4	2731
DNAJB1	2732
DNAJB12	2733
DNAJB13	2734
DNAJB14	2735
DNAJB2	2736
DNAJB4	2737
DNAJB5	2738
DNAJB6	2739
DNAJB7	2740
DNAJB9	2741
DNAJC1	2742
DNAJC10	2743
DNAJC11	2744
DNAJC13	2745
DNAJC14	2746
DNAJC16	2747
DNAJC17	2748
DNAJC19	2749
DNAJC2	2750
DNAJC21	2751
DNAJC22	2752
DNAJC24	2753
DNAJC27	2754
DNAJC28	2755
DNAJC3	2756
DNAJC30	2757
DNAJC5	2758
DNAJC6	2759
DNAJC8	2760
DNAJC9	2761
DNALI1	2762
DNASE1L1	2763
DNASE1L2	2764
DNASE1L3	2765
DNASE2	2766
DNASE2B	2767
DNER	2768
DNHD1	2769
DNM1L	2770
DNM2	2771
DNM3	2772
DNMBP	2773
DNMT1	2774
DNMT3A	2775
DNMT3B	2776
DNTTIP1	2777
DNTTIP2	2778
DOC2A	2779
DOCK1	2780
DOCK10	2781
DOCK11	2782
DOCK2	2783
DOCK4	2784
DOCK5	2785
DOCK6	2786
DOCK8	2787
DOCK9	2788
DOHH	2789
DOK1	2790
DOK2	2791
DOK3	2792
DOK4	2793
DOK5	2794
DOK6	2795
DOK7	2796
DOLK	2797
DOLPP1	2798
DONSON	2799
DOT1L	2800
DPAGT1	2801
DPCD	2802
DPEP2	2803
DPEP3	2804
DPF2	2805
DPF3	2806
DPH1	2807
DPH2	2808
DPH3	2809
DPH5	2810
DPH6	2811
DPH7	2812
DPM1	2813
DPM3	2814
DPP10	2815
DPP3	2816
DPP4	2817
DPP6	2818
DPP7	2819
DPP8	2820
DPP9	2821
DPPA4	2822
DPT	2823
DPY19L1	2824
DPY19L2	2825
DPY19L3	2826
DPY19L4	2827
DPYS	2828
DPYSL2	2829
DPYSL3	2830
DPYSL5	2831
DQX1	2832
DR1	2833
DRAM1	2834
DRAP1	2835
DRD1	2836
DRD2	2837
DRD4	2838
DRD5	2839
DRG1	2840
DRG2	2841
DRGX	2842
DROSHA	2843
DRP2	2844
DSC1	2845
DSC2	2846
DSC3	2847
DSCAM	2848
DSCAML1	2849
DSCC1	2850
DSE	2851
DSEL	2852
DSG1	2853
DSG2	2854
DSG3	2855
DSG4	2856
DSN1	2857
DSP	2858
DST	2859
DSTYK	2860
DTD1	2861
DTL	2862
DTNA	2863
DTNB	2864
DTNBP1	2865
DTWD1	2866
DTWD2	2867
DTX1	2868
DTX3	2869
DTX3L	2870
DTX4	2871
DTYMK	2872
DUOX1	2873
DUOX2	2874
DUOXA1	2875
DUOXA2	2876
DUS1L	2877
DUS3L	2878
DUSP1	2879
DUSP10	2880
DUSP11	2881
DUSP12	2882
DUSP15	2883
DUSP16	2884
DUSP18	2885
DUSP19	2886
DUSP2	2887
DUSP22	2888
DUSP23	2889
DUSP26	2890
DUSP28	2891
DUSP4	2892
DUSP5	2893
DUSP6	2894
DUSP7	2895
DUSP8	2896
DUSP9	2897
DUT	2898
DVL1	2899
DVL2	2900
DVL3	2901
DXO	2902
DYM	2903
DYNC1H1	2904
DYNC1I1	2905
DYNC1I2	2906
DYNC1LI1	2907
DYNC1LI2	2908
DYNC2H1	2909
DYNC2LI1	2910
DYNLL1	2911
DYNLT3	2912
DYRK1B	2913
DYRK2	2914
DYRK3	2915
DYRK4	2916
DYSF	2917
DZIP1	2918
DZIP1L	2919
DZIP3	2920
E2F1	2921
E2F2	2922
E2F3	2923
E2F4	2924
E2F5	2925
E2F6	2926
E2F7	2927
E2F8	2928
E4F1	2929
EAF1	2930
EAF2	2931
EAPP	2932
EARS2	2933
EBAG9	2934
EBF1	2935
EBF2	2936
EBF3	2937
EBF4	2938
EBP	2939
EBPL	2940
ECE1	2941
ECE2	2942
ECEL1	2943
ECHDC1	2944
ECHDC2	2945
ECHDC3	2946
ECHS1	2947
ECI1	2948
ECI2	2949
ECM1	2950
ECSIT	2951
ECT2	2952
EDA	2953
EDAR	2954
EDC3	2955
EDC4	2956
EDDM3A	2957
EDEM1	2958
EDEM2	2959
EDEM3	2960
EDIL3	2961
EDN1	2962
EDN2	2963
EDN3	2964
EDNRA	2965
EEA1	2966
EED	2967
EEF1A2	2968
EEF1B2	2969
EEF1D	2970
EEF1G	2971
EEF2	2972
EEF2K	2973
EEFSEC	2974
EEPD1	2975
EFCAB14	2976
EFCAB2	2977
EFCAB5	2978
EFCAB6	2979
EFCAB7	2980
EFCC1	2981
EFEMP1	2982
EFEMP2	2983
EFHB	2984
EFHC2	2985
EFNA1	2986
EFNA3	2987
EFNA4	2988
EFNA5	2989
EFNB1	2990
EFNB3	2991
EFR3A	2992
EFR3B	2993
EFS	2994
EFTUD2	2995
EGF	2996
EGFL6	2997
EGFL7	2998
EGFL8	2999
EGFLAM	3000
EGFR	3001
EGLN1	3002
EGR1	3003
EGR3	3004
EGR4	3005
EHBP1	3006
EHBP1L1	3007
EHD1	3008
EHD2	3009
EHD3	3010
EHD4	3011
EHF	3012
EHMT1	3013
EHMT2	3014
EI24	3015
EID3	3016
EIF1AD	3017
EIF1AX	3018
EIF2A	3019
EIF2AK1	3020
EIF2AK2	3021
EIF2AK3	3022
EIF2AK4	3023
EIF2B1	3024
EIF2B2	3025
EIF2B3	3026
EIF2B4	3027
EIF2D	3028
EIF2S1	3029
EIF2S2	3030
EIF2S3	3031
EIF3A	3032
EIF3B	3033
EIF3D	3034
EIF3G	3035
EIF3H	3036
EIF3I	3037
EIF3J	3038
EIF3K	3039
EIF3L	3040
EIF3M	3041
EIF4A1	3042
EIF4A2	3043
EIF4B	3044
EIF4E3	3045
EIF4EBP2	3046
EIF4ENIF1	3047
EIF4G1	3048
EIF4G2	3049
EIF4G3	3050
EIF4H	3051
EIF5	3052
EIF5A2	3053
EIF5B	3054
EIF6	3055
ELAC1	3056
ELAC2	3057
ELANE	3058
ELAVL1	3059
ELAVL2	3060
ELAVL3	3061
ELAVL4	3062
ELF1	3063
ELF2	3064
ELF3	3065
ELF4	3066
ELF5	3067
ELFN2	3068
ELK1	3069
ELK3	3070
ELK4	3071
ELL	3072
ELL2	3073
ELL3	3074
ELMO1	3075
ELMOD1	3076
ELMOD2	3077
ELMOD3	3078
ELN	3079
ELOF1	3080
ELOVL3	3081
ELOVL4	3082
ELOVL5	3083
ELOVL6	3084
ELOVL7	3085
ELP2	3086
ELP3	3087
ELP5	3088
ELP6	3089
EMB	3090
EMC1	3091
EMC10	3092
EMC2	3093
EMC3	3094
EMC4	3095
EMC7	3096
EMC8	3097
EMC9	3098
EME1	3099
EMG1	3100
EMID1	3101
EMILIN1	3102
EMILIN2	3103
EMILIN3	3104
EML1	3105
EML2	3106
EML3	3107
EML4	3108
EML5	3109
EML6	3110
EMP1	3111
EMP2	3112
EMX2	3113
EN1	3114
EN2	3115
ENAH	3116
ENC1	3117
ENDOD1	3118
ENDOU	3119
ENDOV	3120
ENG	3121
ENGASE	3122
ENKD1	3123
ENO3	3124
ENOPH1	3125
ENOSF1	3126
ENOX1	3127
ENOX2	3128
ENPP2	3129
ENPP3	3130
ENPP4	3131
ENPP5	3132
ENPP7	3133
ENSA	3134
ENTPD2	3135
ENTPD4	3136
ENTPD5	3137
ENTPD6	3138
ENTPD7	3139
ENTPD8	3140
EOGT	3141
EOMES	3142
EP300	3143
EP400	3144
EPAS1	3145
EPB41L1	3146
EPB41L2	3147
EPB41L4A	3148
EPB41L4B	3149
EPB41L5	3150
EPB42	3151
EPC1	3152
EPC2	3153
EPG5	3154
EPHA1	3155
EPHA10	3156
EPHA2	3157
EPHA3	3158
EPHA4	3159
EPHA5	3160
EPHA6	3161
EPHA7	3162
EPHA8	3163
EPHB2	3164
EPHB3	3165
EPHB4	3166
EPHB6	3167
EPHX1	3168
EPHX2	3169
EPHX4	3170
EPM2AIP1	3171
EPN1	3172
EPN3	3173
EPO	3174
EPOR	3175
EPPIN	3176
EPPK1	3177
EPS15	3178
EPS15L1	3179
EPS8	3180
EPS8L1	3181
EPS8L3	3182
EPSTI1	3183
EPX	3184
ERAL1	3185
ERAP1	3186
ERAP2	3187
ERBB2	3188
ERBB4	3189
ERC1	3190
ERC2	3191
ERCC2	3192
ERCC3	3193
ERCC4	3194
ERCC6	3195
ERCC6L	3196
ERCC8	3197
EREG	3198
ERF	3199
ERG	3200
ERGIC1	3201
ERGIC2	3202
ERGIC3	3203
ERI1	3204
ERI3	3205
ERICH1	3206
ERLEC1	3207
ERLIN2	3208
ERMAP	3209
ERMN	3210
ERMP1	3211
ERN1	3212
ERN2	3213
ERP27	3214
ERP29	3215
ERRFI1	3216
ERVFRD-1	3217
ESAM	3218
ESCO1	3219
ESCO2	3220
ESD	3221
ESF1	3222
ESPL1	3223
ESR2	3224
ESRP1	3225
ESRRG	3226
ESYT1	3227
ESYT2	3228
ESYT3	3229
ETF1	3230
ETFA	3231
ETFB	3232
ETFDH	3233
ETHE1	3234
ETNK1	3235
ETNK2	3236
ETNPPL	3237
ETS1	3238
ETS2	3239
ETV1	3240
ETV3	3241
ETV5	3242
ETV6	3243
ETV7	3244
EVC	3245
EVC2	3246
EVI2A	3247
EVI5	3248
EVI5L	3249
EVL	3250
EVPL	3251
EVX1	3252
EVX2	3253
EWSR1	3254
EXD1	3255
EXD2	3256
EXD3	3257
EXO1	3258
EXOC1	3259
EXOC2	3260
EXOC3	3261
EXOC3L2	3262
EXOC3L4	3263
