symbol
NF2
PTEN
RYR1
MTOR
SYNE2
FAT3
LRRK2
SHANK1
BTNL3
MSR1
TRRAP
TSC1
COL11A1
TP53
AKAP13
RHEB
CCNB2
VHL
ATM
TSC2
PBRM1
KMT2D
ZNF469
SETD2
AHNAK
ELOC
WDFY3
BAP1
CARD11
NPNT
KDM6A
NRXN1
ANPEP
ZFHX4
NFE2L2
PIK3CA
SPTBN4
CUL7
TXNIP
KMT2C
ARID1A
LRP1B
NAV3
