symbol
MSH5
NF2
LPAR4
CTNNB1
MTOR
FAT3
CDKN2C
BRAF
SPTBN5
PTCH1
ZEB1
GLRA3
CAMKK2
RET
RASAL1
KRAS
CEP152
MAP3K1
TP53
CCND1
MLH3
TRAF7
EIF1AX
MLXIPL
ATP8B2
USH2A
DNAH1
TNRC6A
LTBP2
ERBB2
NOTCH2
SMARCB1
DAXX
ADCK1
KMT2D
MSH6
TRIOBP
PKHD1
SETD1B
HRAS
SETD2
PRUNE2
CCDC61
FANK1
MYL12A
CDKN1B
CRTAM
NEFH
CABIN1
TSHR
TG
NRAS
CHEK2
CDC73
PIK3CA
CELA1
MLH1
DNMT3A
NF1
NCOR1
RHPN2
PPM1D
SF3B1
SMU1
