symbol
MYC
PTEN
RNF43
IDH1
CTNNB1
BRAF
RAF1
RB1
NKX3-1
ERG
AKT1
CDKN2A
FOXA1
ZFHX3
CCND1
TP53
ZBTB16
TFDP1
AR
TMPRSS2
MED12
ATM
SPOP
KMT2D
EPHA7
APC
HRAS
PIK3CB
ZNRF3
KDM6A
CDKN1B
ERF
CHD1
ZMYM3
CDK12
BRCA2
KMT2A
CDKN2B
PIK3CA
PIK3R1
BRCA1
NIPA2
GNAS
MLH1
NCOR1
NCOR2
AKAP9
KMT2C
ARID1A
MSH2
