symbol
STK26
ELF3
PACSIN1
MUC4
MTUS2
ADD2
CTCF
EI24
AHI1
NAT10
NCAPD3
FAT1
TP53
ABCF2
CSMD1
IL7R
IL13RA1
MIER3
MYBL2
COL5A1
ACVR1B
HSPA1L
ACVR2A
PIK3CA
TCERG1
CNTNAP2
AMER1
ARID1A
ASTN2
HTR3C
MAP7
SALL1
SYNE1
TCF7L2
TDRD1
TCF7
ERBB3
HMCN1
TGFBR2
GRHPR
SACS
TMPRSS11A
MYO18B
FAT4
CASP8
SOX9
BRINP3
RANBP9
KCNB2
SAMM50
NKTR
MAP2K1
SOAT1
C6orf136
MSH6
DGKA
DMD
EVC2
RBM10
TPTE2
CDH1
SERPING1
TRPS1
TTN
MUC16
TMEM201
OR2W3
ZNF208
THBS2
CTNNB1
NEK2
CHD7
RB1
SMAD4
KRAS
TGIF1
SMAD2
PRKCQ
MRVI1
CDC27
MSH3
ING1
OBSCN
PCBP1
APC
SYNCRIP
GORASP1
KDM6A
SRRT
ACOXL
FAM171B
PAN3
UBR1
LIMK1
FBXW7
LRP1B
MGAT3
CHD4
PTEN
KLF5
GPC6
RNF43
LRRC7
ZFP36L2
SYNGR2
BRAF
RYR2
DRD3
PCLO
PAK5
MAP2K7
DUSP16
DIAPH1
KTN1
RUFY1
ATM
MARK2
BCL9L
OCRL
AXIN2
GDF5
NRXN1
ASXL1
SSH1
RBM12
PTPN12
MOV10
FLYWCH1
SIN3A
NRAS
MAGEC2
EDNRB
GNAS
USP5
ARPC1B
TEX14
ITIH1
MYO1B
DAO
FZD3
KIF2B
