symbol
METTL3
MRAS
PTEN
EIF3A
ELF3
RNF43
CTNNB1
DBR1
PLB1
MTOR
ABCC9
RHOA
CACNA1C
CNTN1
TGFBR1
MAGI2
TTK
EPB41L3
ERBB3
TGFBR2
FBXW7
SEMA3E
FAT4
SMAD4
PTPRC
RIT2
KRAS
RIMS2
FAT1
TP53
PTN
EYA4
BNC2
APOB
SMAD2
RPL22
MAP2K1
MACF1
AGO4
ERBB2
NOTCH2
CTNNA2
SETBP1
SPTA1
RASA1
KMT2D
GLI3
ADGRB3
PKHD1
APC
MUC6
DMD
MYH9
BCL11B
BCOR
CDH1
SHROOM3
DCLK1
KCNA4
BRCA2
ACVR2A
PIK3CA
CCNL1
THBS1
GNAS
DNAH7
TTN
ATP4A
KMT2C
ARID1A
HTR1E
AHNAK2
LRP1B
