symbol
NF2
TRIM37
ARID2
PLEC
CUL3
TRIO
FAT1
TP53
STAG2
CUBN
SMARCB1
PBRM1
SETD2
MET
BAP1
MED13
KDM6A
FLCN
CNOT1
KEAP1
NFE2L2
AKAP9
