symbol
NSMCE2
TERT
FGF19
ARID1B
CYP2E1
TP53
CCND1
BRD8
RPS6KA3
TSC2
HNF1A
AZIN1
CREB3L3
ADRA1A
AMPH
SRCAP
AXIN1
ACVR2A
CDKN2B
NFE2L2
PIK3CA
NCOR1
ARID1A
SF3B1
ESRRG
RP1L1
TSC1
AHCTF1
CDKN1A
SMARCA4
ARID2
BPTF
NLRP1
CDKN2A
DSE
BRD7
WWP1
ALB
ZNF226
MEN1
CTNNB1
BABAM2
RB1
BAZ2B
IRF2
KRAS
CPS1
ASH1L
APOB
RPL22
NOTCH2
WDTC1
TBL1XR1
ERRFI1
SPAG17
GATA3
KEAP1
KMT2A
SETDB1
CREBBP
HNRNPA2B1
IL6ST
PTEN
EEF1A1
IGSF10
ADH1B
ELMO1
HIST1H4B
UBR3
HIST1H1C
GXYLT1
MAP2K3
ATM
USP25
G6PC
MPL
BAP1
HNF4A
NRAS
KMT2C
ZIC3
NOTCH1
