symbol
PIK3C3
RHOA
ZFP36L1
CTCF
ATR
ARID1B
FOXP1
RET
XBP1
RBMX
DNAH11
NTRK1
TP53
CCND1
WT1
ESR1
NOTCH3
TCP11
STAG2
BUB1B
FGFR1
ERBB2
DAXX
PPM1L
HIST1H2BC
MET
PTPRD
TNFAIP3
ACVR1B
AXIN1
STK11
CDKN2B
PIK3CA
SHQ1
NCOR1
NF1
ARID1A
SF3B1
CTSS
MYC
SYNE1
SMARCD1
TBX3
ETV6
FAS
SMAD3
SPEN
DICER1
IRAK4
TSC1
DNMT3B
CBL
FH
ERBB3
KCNN3
SMARCA4
ERG
ATRX
ARID2
PCNX4
CTNNA1
TGFBR2
CDKN2A
CASP8
ZNF28
MAP3K13
KIT
MYB
MED12
ROS1
MED23
DIS3
PMS2
DDR2
PBRM1
SPOP
KMT2D
HRAS
RPGR
NCOA2
MAP2K4
CUX1
PIK3CD
CDH1
RPTOR
PIK3R1
USP9X
GATA2
MLH1
ZNF362
AFDN
MSH2
MEN1
NF2
PAX2
GRIN2A
EXOC2
ERBB4
CTNNB1
HIST1H3B
NEK2
RB1
FRMPD2
ARHGAP35
CCNE1
IGF1R
SMAD4
KRAS
NTRK3
FOXA1
HLA-DRB1
ACTL6B
ALK
CNOT3
RUNX1
CDK6
EP300
NOTCH2
TP63
TBL1XR1
PTPN11
APC
SETD2
RHBG
NADK
GAL3ST1
CASZ1
KDM6A
CDKN1B
GATA3
EXT2
PHF6
BRCA2
KMT2A
AURKA
CREBBP
BRCA1
PTPN22
PDGFRA
EGFR
RARA
TBK1
EPHB1
NCOA3
CD3EAP
FBXW7
ATAD2
PTEN
IRS4
FLNA
BRAF
AKT2
TRAF5
TMEM199
PARP4
NBL1
ITCH
GPS2
RYR2
ZNF217
LRIG2
PCLO
PALB2
AKT3
AGTR2
AKT1
MAP3K1
DCTD
GRIA2
KLF6
USH2A
AFF2
LGALS1
ATM
EPHA7
FGFR2
FOXO3
PIK3CB
PTGFR
BAP1
MITF
PRDM1
ASXL1
HRNR
MCL1
ZMYM3
CIC
ACTG1
CCND3
NRAS
CHEK2
BRIP1
CHD8
GNAS
DNMT3A
KMT2C
MDM2
BCOR
NOTCH1
CBLB
ERCC4
