	index
CBLN3	1657
CBLN4	1658
CBR1	1659
CBR3	1660
CBWD1	1661
CBWD5	1662
CBX1	1663
CBX2	1664
CBX3	1665
CBX4	1666
CBX5	1667
CBX8	1668
CBY1	1669
CC2D1A	1670
CC2D1B	1671
CC2D2A	1672
CCAR1	1673
CCAR2	1674
CCDC102A	1675
CCDC102B	1676
CCDC103	1677
CCDC106	1678
CCDC107	1679
CCDC110	1680
CCDC112	1681
CCDC116	1682
CCDC117	1683
CCDC12	1684
CCDC120	1685
CCDC121	1686
CCDC122	1687
CCDC124	1688
CCDC127	1689
CCDC130	1690
CCDC136	1691
CCDC137	1692
CCDC138	1693
CCDC14	1694
CCDC144NL	1695
CCDC146	1696
CCDC148	1697
CCDC15	1698
CCDC157	1699
CCDC158	1700
CCDC159	1701
CCDC167	1702
CCDC168	1703
CCDC17	1704
CCDC170	1705
CCDC171	1706
CCDC174	1707
CCDC18	1708
CCDC180	1709
CCDC181	1710
CCDC22	1711
CCDC24	1712
CCDC25	1713
CCDC28A	1714
CCDC28B	1715
CCDC33	1716
CCDC34	1717
CCDC39	1718
CCDC40	1719
CCDC42	1720
CCDC43	1721
CCDC47	1722
CCDC50	1723
CCDC51	1724
CCDC6	1725
CCDC61	1726
CCDC65	1727
CCDC68	1728
CCDC69	1729
CCDC7	1730
CCDC70	1731
CCDC71	1732
CCDC74A	1733
CCDC74B	1734
CCDC77	1735
CCDC78	1736
CCDC8	1737
CCDC80	1738
CCDC83	1739
CCDC85A	1740
CCDC85B	1741
CCDC87	1742
CCDC88A	1743
CCDC88B	1744
CCDC88C	1745
CCDC89	1746
CCDC9	1747
CCDC90B	1748
CCDC91	1749
CCDC92	1750
CCDC93	1751
CCDC96	1752
CCDC97	1753
CCHCR1	1754
CCIN	1755
CCK	1756
CCKAR	1757
CCKBR	1758
CCL11	1759
CCL13	1760
CCL15	1761
CCL16	1762
CCL19	1763
CCL2	1764
CCL20	1765
CCL21	1766
CCL23	1767
CCL24	1768
CCL25	1769
CCL26	1770
CCL27	1771
CCL28	1772
CCL3	1773
CCL3L3	1774
CCL4	1775
CCM2	1776
CCM2L	1777
CCNA1	1778
CCNA2	1779
CCNB1	1780
CCNB1IP1	1781
CCNB2	1782
CCNB3	1783
CCNC	1784
CCND1	1785
CCND2	1786
CCND3	1787
CCNDBP1	1788
CCNE1	1789
CCNE2	1790
CCNF	1791
CCNG2	1792
CCNH	1793
CCNI2	1794
CCNJ	1795
CCNJL	1796
CCNK	1797
CCNL1	1798
CCNL2	1799
CCNT1	1800
CCNT2	1801
CCNY	1802
CCNYL1	1803
CCP110	1804
CCR1	1805
CCR2	1806
CCR3	1807
CCR4	1808
CCR5	1809
CCR7	1810
CCR9	1811
CCRL2	1812
CCS	1813
CCSER1	1814
CCSER2	1815
CCT2	1816
CCT3	1817
CCT4	1818
CCT5	1819
CCT6A	1820
CCT6B	1821
CCT7	1822
CCT8	1823
CD101	1824
CD109	1825
CD151	1826
CD160	1827
CD163	1828
CD163L1	1829
CD164L2	1830
CD180	1831
CD19	1832
CD1A	1833
CD1B	1834
CD1C	1835
CD1D	1836
CD1E	1837
CD2	1838
CD200	1839
CD200R1	1840
CD207	1841
CD209	1842
CD22	1843
CD226	1844
CD244	1845
CD247	1846
CD248	1847
CD27	1848
CD274	1849
CD276	1850
CD28	1851
CD2AP	1852
CD2BP2	1853
CD300A	1854
CD300C	1855
CD300E	1856
CD300LB	1857
CD300LF	1858
CD320	1859
CD33	1860
CD34	1861
CD36	1862
CD37	1863
CD38	1864
CD3E	1865
CD3G	1866
CD4	1867
CD40	1868
CD44	1869
CD46	1870
CD47	1871
CD48	1872
CD5	1873
CD52	1874
CD53	1875
CD55	1876
CD58	1877
CD59	1878
CD5L	1879
CD6	1880
CD63	1881
CD68	1882
CD69	1883
CD70	1884
CD72	1885
CD79A	1886
CD79B	1887
CD83	1888
CD84	1889
CD86	1890
CD8A	1891
CD8B	1892
CD9	1893
CD93	1894
CD96	1895
CD99L2	1896
CDA	1897
CDADC1	1898
CDAN1	1899
CDC123	1900
CDC14A	1901
CDC14B	1902
CDC16	1903
CDC20	1904
CDC20B	1905
CDC23	1906
CDC25A	1907
CDC25B	1908
CDC25C	1909
CDC27	1910
CDC34	1911
CDC37	1912
CDC37L1	1913
CDC40	1914
CDC42BPA	1915
CDC42BPB	1916
CDC42BPG	1917
CDC42EP1	1918
CDC42EP2	1919
CDC42EP3	1920
CDC42EP4	1921
CDC42SE2	1922
CDC45	1923
CDC5L	1924
CDC6	1925
CDC7	1926
CDC73	1927
CDCA2	1928
CDCA3	1929
CDCA4	1930
CDCA7	1931
CDCA7L	1932
CDCA8	1933
CDCP1	1934
CDH1	1935
CDH10	1936
CDH11	1937
CDH12	1938
CDH13	1939
CDH15	1940
CDH16	1941
CDH17	1942
CDH18	1943
CDH19	1944
CDH2	1945
CDH20	1946
CDH22	1947
CDH23	1948
CDH24	1949
CDH26	1950
CDH3	1951
CDH4	1952
CDH5	1953
CDH6	1954
CDH7	1955
CDH8	1956
CDHR1	1957
CDHR2	1958
CDHR5	1959
CDIP1	1960
CDIPT	1961
CDK1	1962
CDK10	1963
CDK11A	1964
CDK11B	1965
CDK12	1966
CDK13	1967
CDK14	1968
CDK15	1969
CDK16	1970
CDK17	1971
CDK18	1972
CDK19	1973
CDK2	1974
CDK20	1975
CDK2AP1	1976
CDK2AP2	1977
CDK3	1978
CDK4	1979
CDK5	1980
CDK5RAP1	1981
CDK5RAP2	1982
CDK5RAP3	1983
CDK6	1984
CDK7	1985
CDK8	1986
CDK9	1987
CDKAL1	1988
CDKL1	1989
CDKL2	1990
CDKL3	1991
CDKL4	1992
CDKL5	1993
CDKN1A	1994
CDKN1B	1995
CDKN2AIP	1996
CDKN2D	1997
CDKN3	1998
CDNF	1999
CDO1	2000
CDON	2001
CDPF1	2002
CDR1	2003
CDR2	2004
CDR2L	2005
CDRT1	2006
CDRT4	2007
CDS1	2008
CDS2	2009
CDSN	2010
CDT1	2011
CDV3	2012
CDX2	2013
CDYL	2014
CDYL2	2015
CEACAM1	2016
CEACAM21	2017
CEACAM3	2018
CEACAM5	2019
CEACAM8	2020
CEBPE	2021
CEBPZ	2022
CECR2	2023
CEL	2024
CELA1	2025
CELF1	2026
CELF2	2027
CELF3	2028
CELF4	2029
CELF5	2030
CELSR1	2031
CELSR2	2032
CELSR3	2033
CEMP1	2034
CEND1	2035
CENPB	2036
CENPBD1	2037
CENPC	2038
CENPE	2039
CENPF	2040
CENPI	2041
CENPJ	2042
CENPK	2043
CENPL	2044
CENPM	2045
CENPN	2046
CENPO	2047
CENPP	2048
CENPQ	2049
CENPT	2050
CENPW	2051
CEP104	2052
CEP112	2053
CEP120	2054
CEP128	2055
CEP135	2056
CEP152	2057
CEP164	2058
CEP170	2059
CEP170B	2060
CEP19	2061
CEP192	2062
CEP250	2063
CEP290	2064
CEP350	2065
CEP41	2066
CEP44	2067
CEP55	2068
CEP57	2069
CEP57L1	2070
CEP63	2071
CEP68	2072
CEP70	2073
CEP72	2074
CEP76	2075
CEP78	2076
CEP85	2077
CEP85L	2078
CEP89	2079
CEP95	2080
CEP97	2081
CEPT1	2082
CER1	2083
CERCAM	2084
CERK	2085
CERKL	2086
CERS1	2087
CERS2	2088
CERS3	2089
CERS4	2090
CERS5	2091
CERS6	2092
CES1	2093
CES2	2094
CES3	2095
CES4A	2096
CETN2	2097
CETP	2098
CFDP1	2099
CFH	2100
CFHR1	2101
CFHR3	2102
CFI	2103
CFL2	2104
CFLAR	2105
CFP	2106
CFTR	2107
CGA	2108
CGB7	2109
CGN	2110
CGNL1	2111
CGRRF1	2112
CH25H	2113
CHAC1	2114
CHAC2	2115
CHAD	2116
CHADL	2117
CHAF1A	2118
CHAF1B	2119
CHAMP1	2120
CHCHD1	2121
CHCHD10	2122
CHCHD2	2123
CHCHD3	2124
CHCHD5	2125
CHCHD6	2126
CHCHD7	2127
CHD1	2128
CHD1L	2129
CHD2	2130
CHD3	2131
CHD4	2132
CHD5	2133
CHD6	2134
CHD7	2135
CHD8	2136
CHD9	2137
CHDH	2138
CHEK1	2139
CHEK2	2140
CHERP	2141
CHFR	2142
CHGA	2143
CHGB	2144
CHI3L1	2145
CHI3L2	2146
CHIA	2147
CHIC1	2148
CHIC2	2149
CHID1	2150
CHIT1	2151
CHKA	2152
CHKB	2153
CHL1	2154
CHM	2155
CHML	2156
CHMP1B	2157
CHMP2A	2158
CHMP3	2159
CHMP4B	2160
CHMP4C	2161
CHMP5	2162
CHMP6	2163
CHMP7	2164
CHN1	2165
CHN2	2166
CHORDC1	2167
CHP1	2168
CHP2	2169
CHPF	2170
CHPF2	2171
CHPT1	2172
CHRD	2173
CHRDL1	2174
CHRFAM7A	2175
CHRM1	2176
CHRM3	2177
CHRM4	2178
CHRM5	2179
CHRNA1	2180
CHRNA10	2181
CHRNA2	2182
CHRNA3	2183
CHRNA4	2184
CHRNA5	2185
CHRNA6	2186
CHRNA7	2187
CHRNA9	2188
CHRNB1	2189
CHRNB2	2190
CHRNB4	2191
CHRND	2192
CHRNE	2193
CHRNG	2194
CHST1	2195
CHST11	2196
CHST12	2197
CHST13	2198
CHST15	2199
CHST2	2200
CHST3	2201
CHST4	2202
CHST5	2203
CHST7	2204
CHST8	2205
CHST9	2206
CHSY1	2207
CHSY3	2208
CHTF18	2209
CHTOP	2210
CHUK	2211
CHURC1	2212
CIAO1	2213
CIAPIN1	2214
CIB2	2215
CIB3	2216
CIC	2217
CIDEC	2218
CIITA	2219
CILP	2220
CILP2	2221
CINP	2222
CIR1	2223
CIRBP	2224
CISD1	2225
CISD3	2226
CISH	2227
CIT	2228
CITED1	2229
CITED2	2230
CIZ1	2231
CKAP2	2232
CKAP2L	2233
CKAP4	2234
CKAP5	2235
CKB	2236
CKM	2237
CKMT1A	2238
CKMT1B	2239
CKMT2	2240
CKS1B	2241
CLASRP	2242
CLC	2243
CLCA2	2244
CLCA4	2245
CLCC1	2246
CLCF1	2247
CLCN1	2248
CLCN2	2249
CLCN3	2250
CLCN4	2251
CLCN5	2252
CLCN6	2253
CLCN7	2254
CLCNKA	2255
CLCNKB	2256
CLDN1	2257
CLDN10	2258
CLDN11	2259
CLDN12	2260
CLDN14	2261
CLDN15	2262
CLDN16	2263
CLDN18	2264
CLDN19	2265
CLDN2	2266
CLDN20	2267
CLDN22	2268
CLDN23	2269
CLDN4	2270
CLDN5	2271
CLDN6	2272
CLDN8	2273
CLDND1	2274
CLDND2	2275
CLEC10A	2276
CLEC11A	2277
CLEC12A	2278
CLEC12B	2279
CLEC14A	2280
CLEC16A	2281
CLEC17A	2282
CLEC18B	2283
CLEC18C	2284
CLEC1B	2285
CLEC2B	2286
CLEC2D	2287
CLEC3A	2288
CLEC4A	2289
CLEC4D	2290
CLEC4E	2291
CLEC4F	2292
CLEC4G	2293
CLEC4M	2294
CLEC5A	2295
CLEC7A	2296
CLGN	2297
CLIC1	2298
CLIC2	2299
CLIC3	2300
CLIC4	2301
CLIC5	2302
CLIC6	2303
CLINT1	2304
CLIP1	2305
CLIP2	2306
CLIP3	2307
CLIP4	2308
CLK1	2309
CLK2	2310
CLK3	2311
CLK4	2312
CLMN	2313
CLN3	2314
CLN5	2315
CLNK	2316
CLNS1A	2317
CLOCK	2318
CLP1	2319
CLPB	2320
CLPS	2321
CLPTM1	2322
CLPTM1L	2323
CLPX	2324
CLRN3	2325
CLSPN	2326
CLSTN1	2327
CLSTN2	2328
CLSTN3	2329
CLTA	2330
CLTC	2331
CLTCL1	2332
CLU	2333
CLUAP1	2334
CLUH	2335
CLUL1	2336
CLVS1	2337
CLYBL	2338
CMA1	2339
CMAS	2340
CMBL	2341
CMIP	2342
CMKLR1	2343
CMPK1	2344
CMPK2	2345
CMSS1	2346
CMTM2	2347
CMTM5	2348
CMTM7	2349
CMTM8	2350
CMTR1	2351
CMTR2	2352
CMYA5	2353
CNDP1	2354
CNDP2	2355
CNGA1	2356
CNGA3	2357
CNGA4	2358
CNGB1	2359
CNGB3	2360
CNIH1	2361
CNIH2	2362
CNIH3	2363
CNIH4	2364
CNKSR1	2365
CNKSR2	2366
CNKSR3	2367
CNN1	2368
CNN2	2369
CNN3	2370
CNNM1	2371
CNNM2	2372
CNNM3	2373
CNNM4	2374
CNOT1	2375
CNOT10	2376
CNOT11	2377
CNOT2	2378
CNOT3	2379
CNOT4	2380
CNOT6	2381
CNOT6L	2382
CNOT7	2383
CNOT8	2384
CNP	2385
CNPPD1	2386
CNPY1	2387
CNPY2	2388
CNPY3	2389
CNPY4	2390
CNR1	2391
CNR2	2392
CNRIP1	2393
CNST	2394
CNTD1	2395
CNTFR	2396
CNTLN	2397
CNTN1	2398
CNTN2	2399
CNTN3	2400
CNTN4	2401
CNTN5	2402
CNTN6	2403
CNTNAP1	2404
CNTNAP2	2405
CNTNAP3	2406
CNTNAP4	2407
CNTNAP5	2408
CNTRL	2409
CNTROB	2410
COA1	2411
COA4	2412
COA6	2413
COASY	2414
COBL	2415
COBLL1	2416
COCH	2417
COG1	2418
COG2	2419
COG3	2420
COG4	2421
COG5	2422
COG6	2423
COG7	2424
COG8	2425
COIL	2426
COL10A1	2427
COL11A1	2428
COL11A2	2429
COL12A1	2430
COL13A1	2431
COL14A1	2432
COL15A1	2433
COL16A1	2434
COL17A1	2435
COL18A1	2436
COL19A1	2437
COL1A1	2438
COL1A2	2439
COL20A1	2440
COL21A1	2441
COL22A1	2442
COL23A1	2443
COL24A1	2444
COL25A1	2445
COL27A1	2446
COL28A1	2447
COL2A1	2448
COL3A1	2449
COL4A1	2450
COL4A2	2451
COL4A3	2452
COL4A4	2453
COL4A5	2454
COL4A6	2455
COL5A1	2456
COL5A2	2457
COL5A3	2458
COL6A1	2459
COL6A2	2460
COL6A3	2461
COL6A6	2462
COL7A1	2463
COL8A1	2464
COL8A2	2465
COL9A1	2466
COL9A2	2467
COL9A3	2468
COLEC10	2469
COLEC11	2470
COLEC12	2471
COLGALT1	2472
COLGALT2	2473
COLQ	2474
COMMD1	2475
COMMD10	2476
COMMD2	2477
COMMD3	2478
COMMD3-BMI1	2479
COMMD4	2480
COMMD5	2481
COMMD6	2482
COMMD7	2483
COMMD9	2484
COMP	2485
COPA	2486
COPB1	2487
COPB2	2488
COPE	2489
COPG1	2490
COPG2	2491
COPS2	2492
COPS3	2493
COPS4	2494
COPS6	2495
COPS7A	2496
COPS7B	2497
COPS8	2498
COPZ1	2499
COPZ2	2500
COQ10A	2501
COQ10B	2502
COQ2	2503
COQ3	2504
COQ4	2505
COQ5	2506
COQ6	2507
COQ7	2508
COQ9	2509
CORIN	2510
CORO1A	2511
CORO1B	2512
CORO1C	2513
CORO2A	2514
CORO2B	2515
CORO6	2516
CORO7	2517
CORO7-PAM16	2518
COTL1	2519
COX10	2520
COX15	2521
COX20	2522
COX4I2	2523
COX5A	2524
COX5B	2525
COX6A1	2526
COX6C	2527
COX7A2	2528
COX7A2L	2529
COX7B	2530
CP	2531
CPA1	2532
CPA2	2533
CPA3	2534
CPA4	2535
CPA5	2536
CPA6	2537
CPAMD8	2538
CPB1	2539
CPB2	2540
CPD	2541
CPE	2542
CPEB1	2543
CPEB2	2544
CPEB3	2545
CPEB4	2546
CPLX2	2547
CPM	2548
CPN2	2549
CPNE1	2550
CPNE2	2551
CPNE3	2552
CPNE4	2553
CPNE5	2554
CPNE6	2555
CPNE7	2556
CPNE8	2557
CPNE9	2558
CPO	2559
CPOX	2560
CPPED1	2561
CPQ	2562
CPS1	2563
CPSF1	2564
CPSF2	2565
CPSF3	2566
CPSF4	2567
CPSF6	2568
CPSF7	2569
CPT1A	2570
CPT1B	2571
CPT1C	2572
CPT2	2573
CPVL	2574
CPXM1	2575
CPXM2	2576
CPZ	2577
CR1	2578
CR1L	2579
CR2	2580
CRABP1	2581
CRABP2	2582
CRAT	2583
CRB1	2584
CRB2	2585
CRBN	2586
CREB1	2587
CREB3	2588
CREB3L1	2589
CREB3L2	2590
CREB3L3	2591
CREB3L4	2592
CREB5	2593
CREBBP	2594
CREBL2	2595
CREBRF	2596
CREBZF	2597
CREG1	2598
CRELD1	2599
CRELD2	2600
CREM	2601
CRHBP	2602
CRHR1	2603
CRHR2	2604
CRIM1	2605
CRIP2	2606
CRISPLD2	2607
CRK	2608
CRKL	2609
CRLF1	2610
CRLF3	2611
CRLS1	2612
CRMP1	2613
CRNKL1	2614
CROCC	2615
CROT	2616
CRP	2617
CRTAC1	2618
CRTAM	2619
CRTAP	2620
CRTC1	2621
CRTC2	2622
CRTC3	2623
CRY2	2624
CRYAB	2625
CRYBA4	2626
CRYBB1	2627
CRYBB2	2628
CRYBB3	2629
CRYGS	2630
CRYL1	2631
CRYM	2632
CRYZ	2633
CRYZL1	2634
CS	2635
CSAD	2636
CSDE1	2637
CSE1L	2638
CSF1	2639
CSF1R	2640
CSF2RB	2641
CSF3	2642
CSF3R	2643
CSGALNACT1	2644
CSGALNACT2	2645
CSMD2	2646
CSMD3	2647
CSN1S1	2648
CSN3	2649
CSNK1A1	2650
CSNK1E	2651
CSNK1G1	2652
CSNK1G2	2653
CSNK1G3	2654
CSNK2A1	2655
CSNK2A2	2656
CSNK2A3	2657
CSPG4	2658
CSPG5	2659
CSPP1	2660
CSRNP1	2661
CSRNP2	2662
CSRNP3	2663
CSRP1	2664
CSRP2	2665
CST2	2666
CST3	2667
CST7	2668
CST9	2669
CSTA	2670
CSTF1	2671
CSTF2	2672
CSTF2T	2673
CSTF3	2674
CTAGE1	2675
CTAGE6	2676
CTAGE8	2677
CTBP1	2678
CTBP2	2679
CTBS	2680
CTC1	2681
CTCF	2682
CTCFL	2683
CTDP1	2684
CTDSP1	2685
CTDSP2	2686
CTDSPL	2687
CTDSPL2	2688
CTH	2689
CTIF	2690
CTLA4	2691
CTNNA1	2692
CTNNA2	2693
CTNNA3	2694
CTNNAL1	2695
CTNNB1	2696
CTNNBL1	2697
CTNND1	2698
CTNND2	2699
CTPS1	2700
CTPS2	2701
CTR9	2702
CTRB1	2703
CTRC	2704
CTRL	2705
CTSA	2706
CTSB	2707
CTSC	2708
CTSD	2709
CTSE	2710
CTSF	2711
CTSG	2712
CTSK	2713
CTSL	2714
CTSO	2715
CTSS	2716
CTSV	2717
CTSW	2718
CTSZ	2719
CTTN	2720
CTTNBP2	2721
CTTNBP2NL	2722
CTU2	2723
CUBN	2724
CUEDC1	2725
CUL1	2726
CUL2	2727
CUL3	2728
CUL4A	2729
CUL4B	2730
CUL5	2731
CUL7	2732
CUL9	2733
CUTA	2734
CUX1	2735
CUX2	2736
CUZD1	2737
CWC22	2738
CWC25	2739
CWC27	2740
CWF19L1	2741
CWF19L2	2742
CWH43	2743
CX3CL1	2744
CX3CR1	2745
CXADR	2746
CXCL1	2747
CXCL10	2748
CXCL11	2749
CXCL14	2750
CXCL16	2751
CXCL17	2752
CXCL2	2753
CXCL6	2754
CXCR1	2755
CXCR2	2756
CXCR3	2757
CXCR4	2758
CXCR5	2759
CXCR6	2760
CXXC1	2761
CXXC4	2762
CXXC5	2763
CYB561	2764
CYB561A3	2765
CYB561D2	2766
CYB5A	2767
CYB5D1	2768
CYB5D2	2769
CYB5R1	2770
CYB5R2	2771
CYB5R4	2772
CYB5RL	2773
CYBB	2774
CYBRD1	2775
CYC1	2776
CYCS	2777
CYFIP1	2778
CYFIP2	2779
CYGB	2780
CYHR1	2781
CYLD	2782
CYP11A1	2783
CYP17A1	2784
CYP19A1	2785
CYP1A1	2786
CYP1B1	2787
CYP20A1	2788
CYP21A2	2789
CYP24A1	2790
CYP26A1	2791
CYP26B1	2792
CYP26C1	2793
CYP27A1	2794
CYP27B1	2795
CYP27C1	2796
CYP2A6	2797
CYP2A7	2798
CYP2B6	2799
CYP2C18	2800
CYP2C19	2801
CYP2C8	2802
CYP2C9	2803
CYP2D6	2804
CYP2E1	2805
CYP2F1	2806
CYP2J2	2807
CYP2R1	2808
CYP2S1	2809
CYP2U1	2810
CYP2W1	2811
CYP39A1	2812
CYP3A4	2813
CYP3A43	2814
CYP3A5	2815
CYP3A7	2816
CYP46A1	2817
CYP4A11	2818
CYP4A22	2819
CYP4B1	2820
CYP4F11	2821
CYP4F12	2822
CYP4F2	2823
CYP4F22	2824
CYP4F3	2825
CYP4V2	2826
CYP4X1	2827
CYP4Z1	2828
CYP51A1	2829
CYP7A1	2830
CYP7B1	2831
CYP8B1	2832
CYS1	2833
CYSLTR1	2834
CYSLTR2	2835
CYSTM1	2836
CYTH1	2837
CYTH2	2838
CYTH3	2839
CYTH4	2840
CYTIP	2841
CYYR1	2842
D2HGDH	2843
DAAM1	2844
DAAM2	2845
DAB1	2846
DAB2	2847
DAB2IP	2848
DACH1	2849
DACH2	2850
DACT1	2851
DACT2	2852
DAD1	2853
DAGLA	2854
DAGLB	2855
DALRD3	2856
DAND5	2857
DAO	2858
DAP	2859
DAP3	2860
DAPK1	2861
DAPK2	2862
DAPK3	2863
DAPP1	2864
DARS2	2865
DAW1	2866
DAXX	2867
DAZAP1	2868
DAZL	2869
DBF4	2870
DBH	2871
DBI	2872
DBN1	2873
DBNL	2874
DBR1	2875
DBX2	2876
DCAF10	2877
DCAF11	2878
DCAF12	2879
DCAF12L1	2880
DCAF12L2	2881
DCAF13	2882
DCAF16	2883
DCAF17	2884
DCAF4	2885
DCAF4L1	2886
DCAF5	2887
DCAF6	2888
DCAF7	2889
DCAF8	2890
DCBLD1	2891
DCBLD2	2892
DCC	2893
DCD	2894
DCDC1	2895
DCDC2B	2896
DCHS1	2897
DCHS2	2898
DCK	2899
DCLK1	2900
DCLK2	2901
DCLK3	2902
DCLRE1A	2903
DCLRE1B	2904
DCLRE1C	2905
DCN	2906
DCP1A	2907
DCP1B	2908
DCP2	2909
DCPS	2910
DCST1	2911
DCST2	2912
DCSTAMP	2913
DCT	2914
DCTD	2915
DCTN1	2916
DCTN2	2917
DCTN4	2918
DCTN5	2919
DCTN6	2920
DCTPP1	2921
DCUN1D1	2922
DCUN1D2	2923
DCUN1D3	2924
DCUN1D4	2925
DCUN1D5	2926
DCX	2927
DDAH1	2928
DDB1	2929
DDB2	2930
DDC	2931
DDHD1	2932
DDHD2	2933
DDI2	2934
DDIT3	2935
DDIT4L	2936
DDO	2937
DDR1	2938
DDR2	2939
DDRGK1	2940
DDX1	2941
DDX10	2942
DDX11	2943
DDX17	2944
DDX18	2945
DDX19A	2946
DDX19B	2947
DDX20	2948
DDX21	2949
DDX23	2950
DDX24	2951
DDX25	2952
DDX27	2953
DDX31	2954
DDX39A	2955
DDX39B	2956
DDX3X	2957
DDX4	2958
DDX41	2959
DDX42	2960
DDX43	2961
DDX46	2962
DDX47	2963
DDX49	2964
DDX5	2965
DDX50	2966
DDX51	2967
DDX52	2968
DDX54	2969
DDX55	2970
DDX56	2971
DDX58	2972
DDX59	2973
DDX6	2974
DDX60	2975
DDX60L	2976
DEAF1	2977
DECR1	2978
DECR2	2979
DEDD	2980
DEDD2	2981
DEF6	2982
DEF8	2983
DEFB1	2984
DEFB132	2985
DEGS1	2986
DEGS2	2987
DEK	2988
DENND1A	2989
DENND1B	2990
DENND1C	2991
DENND2A	2992
DENND2C	2993
DENND2D	2994
DENND3	2995
DENND4A	2996
DENND4B	2997
DENND4C	2998
DENND5A	2999
DENND5B	3000
DENND6A	3001
DENND6B	3002
DEPDC1	3003
DEPDC1B	3004
DEPDC5	3005
DEPDC7	3006
DEPTOR	3007
DERA	3008
DERL1	3009
DERL3	3010
DES	3011
DET1	3012
DEXI	3013
DFFA	3014
DFFB	3015
DGAT1	3016
DGAT2	3017
DGAT2L6	3018
DGCR2	3019
DGCR8	3020
DGKA	3021
DGKB	3022
DGKD	3023
DGKE	3024
DGKG	3025
DGKH	3026
DGKI	3027
DGKQ	3028
DGKZ	3029
DGUOK	3030
DHCR24	3031
DHCR7	3032
DHDDS	3033
DHDH	3034
DHFR	3035
DHH	3036
DHODH	3037
DHPS	3038
DHRS1	3039
DHRS11	3040
DHRS12	3041
DHRS13	3042
DHRS2	3043
DHRS3	3044
DHRS4	3045
DHRS4L2	3046
DHRS7	3047
DHRS7B	3048
DHRS9	3049
DHTKD1	3050
DHX15	3051
DHX16	3052
DHX29	3053
DHX30	3054
DHX32	3055
DHX33	3056
DHX34	3057
DHX35	3058
DHX36	3059
DHX37	3060
DHX38	3061
DHX40	3062
DHX57	3063
DHX58	3064
DHX8	3065
DHX9	3066
DIABLO	3067
DIAPH1	3068
DIAPH2	3069
DIAPH3	3070
DICER1	3071
DIDO1	3072
DIMT1	3073
DIO1	3074
DIO2	3075
DIO3	3076
DIP2A	3077
DIP2B	3078
DIP2C	3079
DIRAS1	3080
DIRAS2	3081
DIRAS3	3082
DIS3	3083
DIS3L	3084
DIS3L2	3085
DISC1	3086
DISP1	3087
DISP2	3088
DIXDC1	3089
DKC1	3090
DKK1	3091
DKK2	3092
DKK3	3093
DKK4	3094
DKKL1	3095
DLAT	3096
DLC1	3097
DLD	3098
DLG1	3099
DLG2	3100
DLG3	3101
DLG4	3102
DLG5	3103
DLGAP1	3104
DLGAP2	3105
DLGAP3	3106
DLGAP4	3107
DLGAP5	3108
DLK1	3109
DLK2	3110
DLL1	3111
DLL3	3112
DLL4	3113
DLST	3114
DLX1	3115
DLX2	3116
DLX3	3117
DLX5	3118
DLX6	3119
DMAP1	3120
DMBT1	3121
DMBX1	3122
DMC1	3123
DMD	3124
DMGDH	3125
DMKN	3126
DMP1	3127
DMPK	3128
DMRT2	3129
DMRT3	3130
DMRTA1	3131
DMRTA2	3132
DMRTC2	3133
DMTF1	3134
DMTN	3135
DMWD	3136
DMXL1	3137
DMXL2	3138
DNA2	3139
DNAAF2	3140
DNAAF3	3141
DNAH1	3142
DNAH10	3143
DNAH14	3144
DNAH2	3145
DNAH3	3146
DNAH5	3147
DNAH6	3148
DNAH7	3149
DNAH8	3150
DNAH9	3151
DNAI1	3152
DNAJA1	3153
DNAJA2	3154
DNAJA3	3155
DNAJA4	3156
DNAJB1	3157
DNAJB12	3158
DNAJB13	3159
DNAJB14	3160
DNAJB2	3161
DNAJB4	3162
DNAJB5	3163
DNAJB6	3164
DNAJB7	3165
DNAJB9	3166
DNAJC1	3167
DNAJC10	3168
DNAJC11	3169
DNAJC13	3170
DNAJC14	3171
DNAJC16	3172
DNAJC17	3173
DNAJC19	3174
DNAJC2	3175
DNAJC21	3176
DNAJC22	3177
DNAJC24	3178
DNAJC27	3179
DNAJC28	3180
DNAJC3	3181
DNAJC30	3182
DNAJC5	3183
DNAJC5B	3184
DNAJC6	3185
DNAJC7	3186
DNAJC8	3187
DNAJC9	3188
DNALI1	3189
DNASE1L1	3190
DNASE1L2	3191
DNASE1L3	3192
DNASE2	3193
DNASE2B	3194
DNER	3195
DNHD1	3196
DNM1	3197
DNM1L	3198
DNM2	3199
DNM3	3200
DNMBP	3201
DNMT1	3202
DNMT3A	3203
DNMT3B	3204
DNPEP	3205
DNTTIP1	3206
DNTTIP2	3207
DOC2A	3208
DOC2B	3209
DOCK1	3210
DOCK10	3211
DOCK11	3212
DOCK2	3213
DOCK3	3214
DOCK4	3215
DOCK5	3216
DOCK6	3217
DOCK7	3218
DOCK8	3219
DOCK9	3220
DOHH	3221
DOK1	3222
DOK2	3223
DOK3	3224
DOK4	3225
DOK5	3226
DOK6	3227
DOK7	3228
DOLK	3229
DOLPP1	3230
DONSON	3231
DOT1L	3232
DPAGT1	3233
DPCD	3234
DPEP1	3235
DPEP2	3236
DPEP3	3237
DPF2	3238
DPF3	3239
DPH1	3240
DPH2	3241
DPH3	3242
DPH5	3243
DPH6	3244
DPH7	3245
DPM1	3246
DPM3	3247
DPP10	3248
DPP3	3249
DPP4	3250
DPP6	3251
DPP7	3252
DPP8	3253
DPP9	3254
